0.288	0.00E+00
0.2888	0.00E+00
0.28886	3.89E+15
0.28894	7.41E+15
0.28897	1.54E+16
0.28902	2.19E+16
0.28906	2.98E+16
0.28911	3.84E+16
0.28916	4.33E+16
0.28923	4.71E+16
0.28936	4.83E+16
0.28946	4.77E+16
0.28956	4.47E+16
0.2896	3.71E+16
0.28962	2.72E+16
0.28968	1.89E+16
0.28973	9.19E+15
0.28975	2.04E+15
0.28985	1.89E+15
0.29005	0.00E+00
0.291	1.07E+15
0.2915	3.02E+15
0.292	4.23E+15
0.2925	7.83E+15
0.293	7.04E+15
0.2935	3.51E+15
0.294	3.49E+15
0.29412	4.33E+15
0.2943	3.23E+15
0.29448	5.79E+15
0.2947	6.30E+15
0.29491	4.59E+15
0.29504	6.78E+15
0.2952	6.35E+15
0.2953	8.63E+15
0.29546	6.97E+15
0.29564	7.16E+15
0.29581	8.58E+15
0.29596	1.26E+16
0.29602	1.72E+16
0.29609	2.41E+16
0.29616	2.91E+16
0.29618	4.48E+16
0.29622	7.44E+16
0.29625	1.13E+17
0.29635	1.47E+17
0.29635	1.78E+17
0.29642	2.04E+17
0.29647	2.31E+17
0.2965	2.52E+17
0.29657	2.70E+17
0.29657	2.90E+17
0.2966	3.00E+17
0.29662	3.11E+17
0.29666	3.19E+17
0.29668	3.22E+17
0.29669	3.24E+17
0.29672	3.20E+17
0.29675	3.20E+17
0.29677	3.22E+17
0.29678	3.25E+17
0.29686	3.25E+17
0.29687	3.22E+17
0.29693	3.14E+17
0.29694	2.84E+17
0.29695	2.51E+17
0.29696	2.07E+17
0.29697	1.18E+17
0.29702	1.29E+16
0.29709	1.17E+16
0.2972	9.48E+15
0.29737	7.68E+15
0.29741	1.08E+16
0.29751	1.26E+16
0.29763	1.21E+16
0.2977	1.01E+16
0.29783	9.77E+15
0.29793	1.12E+16
0.29809	1.30E+16
0.29825	1.49E+16
0.29842	1.57E+16
0.29849	1.57E+16
0.29857	1.54E+16
0.29864	1.36E+16
0.29871	1.47E+16
0.29873	1.82E+16
0.29876	2.15E+16
0.29884	2.28E+16
0.29885	1.91E+16
0.29889	1.61E+16
0.29897	1.85E+16
0.29903	2.13E+16
0.29917	2.07E+16
0.29929	2.10E+16
0.29946	2.20E+16
0.29965	2.32E+16
0.29981	2.45E+16
0.30004	2.56E+16
0.30017	2.83E+16
0.30021	2.62E+16
0.30043	2.79E+16
0.30059	2.92E+16
0.30077	3.16E+16
0.30086	3.67E+16
0.3009	4.10E+16
0.30099	3.81E+16
0.3011	4.20E+16
0.3012	4.46E+16
0.30127	4.88E+16
0.30133	5.60E+16
0.30141	6.64E+16
0.30146	8.73E+16
0.30148	1.06E+17
0.30151	1.26E+17
0.30152	1.46E+17
0.30157	1.78E+17
0.3016	2.04E+17
0.30163	2.27E+17
0.30166	2.48E+17
0.30168	2.64E+17
0.3017	2.81E+17
0.30172	2.96E+17
0.30175	3.13E+17
0.30176	3.31E+17
0.3018	3.44E+17
0.30184	3.83E+17
0.30184	3.67E+17
0.30186	3.58E+17
0.30187	3.75E+17
0.30189	3.88E+17
0.30192	3.95E+17
0.30194	4.12E+17
0.30195	4.01E+17
0.30196	4.07E+17
0.30198	4.23E+17
0.30198	4.18E+17
0.30202	4.25E+17
0.30204	4.29E+17
0.30205	4.33E+17
0.30208	4.38E+17
0.30214	4.41E+17
0.30216	4.38E+17
0.30218	4.33E+17
0.3022	4.28E+17
0.3022	4.02E+17
0.30228	2.11E+17
0.30228	1.39E+17
0.30232	1.15E+17
0.30234	1.06E+17
0.30235	8.91E+16
0.30236	9.86E+16
0.30242	8.39E+16
0.30281	5.26E+16
0.30325	6.02E+16
0.30379	6.73E+16
0.30437	7.73E+16
0.30495	1.02E+17
0.30555	1.21E+17
0.30616	1.49E+17
0.30675	1.72E+17
0.3074	2.14E+17
0.308	2.50E+17
0.30856	2.89E+17
0.30912	3.16E+17
0.3098	3.71E+17
0.31034	4.10E+17
0.31076	4.54E+17
0.31109	4.79E+17
0.3114	5.03E+17
0.31163	5.45E+17
0.31186	6.02E+17
0.31196	6.87E+17
0.31206	8.39E+17
0.31212	1.05E+18
0.31213	1.39E+18
0.31219	1.73E+18
0.31222	2.31E+18
0.31224	3.10E+18
0.31224	2.75E+18
0.31226	3.43E+18
0.31234	4.10E+18
0.31235	4.05E+18
0.31235	3.78E+18
0.31236	4.12E+18
0.31241	4.15E+18
0.31244	4.17E+18
0.31251	4.17E+18
0.31254	4.17E+18
0.31257	4.19E+18
0.3126	4.20E+18
0.31261	4.23E+18
0.31272	4.22E+18
0.31274	4.18E+18
0.31276	4.15E+18
0.31279	4.11E+18
0.3128	4.05E+18
0.31284	4.13E+18
0.31284	4.23E+18
0.31286	4.30E+18
0.31291	4.93E+18
0.31291	4.74E+18
0.31291	4.43E+18
0.31291	4.56E+18
0.31296	5.50E+18
0.313	5.31E+18
0.313	5.74E+18
0.31304	5.83E+18
0.31305	5.88E+18
0.31312	5.88E+18
0.31322	5.88E+18
0.31324	5.83E+18
0.31329	5.79E+18
0.31332	5.69E+18
0.31338	5.45E+18
0.31338	5.03E+18
0.31344	4.55E+18
0.31345	4.03E+18
0.31348	3.49E+18
0.31351	3.06E+18
0.31353	2.48E+18
0.31359	2.06E+18
0.31359	1.53E+18
0.31365	1.17E+18
0.31365	8.87E+17
0.31366	9.72E+17
0.3147	7.54E+17
0.3153	7.68E+17
0.3166	9.63E+17
0.3175	1.29E+18
0.3182	1.47E+18
0.3189	1.82E+18
0.32	2.03E+18
0.3214	2.67E+18
0.3227	3.24E+18
0.3237	3.89E+18
0.3247	4.32E+18
0.3258	4.98E+18
0.3267	5.64E+18
0.3274	6.16E+18
0.3281	6.59E+18
0.3283	6.83E+18
0.3287	7.11E+18
0.3293	7.59E+18
0.3301	8.06E+18
0.331	8.73E+18
0.3317	9.53E+18
0.3326	1.02E+19
0.3333	1.09E+19
0.3337	1.14E+19
0.3339	1.20E+19
0.334	1.24E+19
0.3342	1.29E+19
0.3344	1.29E+19
0.3346	1.27E+19
0.3347	1.26E+19
0.3349	1.26E+19
0.3352	1.29E+19
0.3359	1.35E+19
0.3368	1.45E+19
0.3376	1.55E+19
0.3385	1.63E+19
0.3394	1.74E+19
0.3406	1.87E+19
0.3415	1.96E+19
0.3425	2.04E+19
0.3435	2.13E+19
0.3443	2.18E+19
0.3453	2.25E+19
0.3463	2.30E+19
0.3474	2.34E+19
0.3479	2.36E+19
0.3482	2.37E+19
0.3484	2.38E+19
0.3488	2.39E+19
0.3496	2.41E+19
0.3502	2.42E+19
0.3505	2.42E+19
0.351	2.43E+19
0.3519	2.45E+19
0.3528	2.47E+19
0.3533	2.48E+19
0.3542	2.48E+19
0.3556	2.47E+19
0.357	2.42E+19
0.3581	2.38E+19
0.3593	2.29E+19
0.3605	2.21E+19
0.3617	2.11E+19
0.3626	2.04E+19
0.3632	2.00E+19
0.3637	1.95E+19
0.3639	1.93E+19
0.3641	1.93E+19
0.3642	1.95E+19
0.3643	1.97E+19
0.3643	2.02E+19
0.3644	2.09E+19
0.3644	2.18E+19
0.3644	2.33E+19
0.3644	2.67E+19
0.3645	2.95E+19
0.3646	3.16E+19
0.3646	3.22E+19
0.3647	3.23E+19
0.3649	3.24E+19
0.365	3.12E+19
0.365	2.94E+19
0.365	2.59E+19
0.3651	2.32E+19
0.3651	2.19E+19
0.3653	2.13E+19
0.3654	2.09E+19
0.3654	2.02E+19
0.3655	1.95E+19
0.3655	1.89E+19
0.3656	1.84E+19
0.3657	1.86E+19
0.3658	1.90E+19
0.3658	1.95E+19
0.3659	1.98E+19
0.3661	1.98E+19
0.3662	1.96E+19
0.3663	1.91E+19
0.3664	1.84E+19
0.3665	1.75E+19
0.3667	1.71E+19
0.3669	1.67E+19
0.3674	1.65E+19
0.3678	1.62E+19
0.3682	1.60E+19
0.3683	1.57E+19
0.3691	1.52E+19
0.3699	1.46E+19
0.3716	1.34E+19
0.3729	1.26E+19
0.374	1.16E+19
0.3754	1.07E+19
0.3766	9.86E+18
0.3782	8.68E+18
0.3794	7.78E+18
0.3804	7.21E+18
0.3817	6.45E+18
0.3831	5.88E+18
0.3848	5.17E+18
0.3863	4.55E+18
0.3872	4.31E+18
0.3878	4.21E+18
0.3882	3.95E+18
0.3884	3.80E+18
0.3895	3.51E+18
0.3907	3.31E+18
0.392	2.90E+18
