0.394	2.39E+18
0.3959	2.06E+18
0.3978	1.72E+18
0.3995	1.51E+18
0.4011	1.30E+18
0.4022	1.23E+18
0.403	1.15E+18
0.4034	1.22E+18
0.4036	1.61E+18
0.4037	2.12E+18
0.4038	3.10E+18
0.4038	6.12E+18
0.4039	1.14E+19
0.404	2.12E+19
0.4041	3.15E+19
0.4041	3.74E+19
0.4041	3.90E+19
0.4042	3.96E+19
0.4044	3.96E+19
0.4044	3.91E+19
0.4044	3.83E+19
0.4045	3.64E+19
0.4045	3.21E+19
0.4046	2.12E+19
0.4046	1.02E+19
0.4046	2.27E+18
0.4047	1.06E+18
0.405	9.72E+17
0.4054	8.63E+17
0.406	6.68E+17
0.4066	6.49E+17
0.4071	8.35E+17
0.4071	9.67E+17
0.4072	1.71E+18
0.4073	2.21E+18
0.4073	2.66E+18
0.4075	2.87E+18
0.4076	2.83E+18
0.4077	2.62E+18
0.4078	2.08E+18
0.4078	1.25E+18
0.4079	3.85E+17
0.4082	4.79E+17
0.4094	4.13E+17
0.4103	4.39E+17
0.4137	2.61E+17
0.4154	2.89E+17
0.4189	9.91E+16
0.4222	0.00E+00
